key,mean,std,max,min,25,50,75,game,model,agent,n_trains,processing,target_update,frame_skip,update_frequency,batch_size,gamma,initial_learning_rate,annealing,optimizer,loss_function,weight_decay,layer_sizes
11522851083693109,-330.57,99.83,-159.0,-923.0,-381.0,-316.0,-260.0,MountainCar-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64]
8325180859110637,-667.47,450.71,-127.0,-3087.0,-883.0,-540.0,-361.0,MountainCar-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32]
6424174952040334,-634.73,402.22,-111.0,-2341.0,-787.25,-546.5,-349.5,MountainCar-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-16]
5426623507040934,-584.62,347.47,-131.0,-2104.0,-737.0,-513.0,-320.5,MountainCar-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-32-16]
9750233206401977,-337.95,139.88,-159.0,-1629.0,-383.75,-306.5,-255.25,MountainCar-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32]
5070172673159665,-591.29,297.75,-142.0,-2149.0,-694.25,-516.5,-391.5,MountainCar-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32]
0798664207601697,-781.85,405.67,-237.0,-3088.0,-916.25,-715.0,-533.0,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64]
38187773695048755,-668.13,332.37,-144.0,-2084.0,-813.5,-593.0,-446.25,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-32-16]
5381534968980484,-834.66,476.63,-217.0,-3747.0,-1010.0,-725.0,-516.0,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32]
10450651256697097,-899.4,506.04,-257.0,-2841.0,-1090.5,-774.0,-536.0,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32]
019070991952899963,-457.6,239.31,-148.0,-1618.0,-567.25,-394.0,-295.0,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32]
8325099851999462,-695.74,323.7,-155.0,-1838.0,-836.0,-642.0,-463.0,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64]
8601930801851816,-784.05,396.32,-239.0,-2474.0,-902.5,-686.5,-514.0,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64-32]
2681068735797928,-735.68,356.0,-259.0,-2472.0,-882.25,-655.5,-486.75,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32-64]
18342741876131352,-836.4,439.38,-181.0,-3387.0,-995.0,-752.0,-536.0,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-32-16]
0635088055276889,-837.69,391.86,-238.0,-2075.0,-1035.0,-765.0,-523.5,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-128-64-32]
2514673229337706,-821.95,358.36,-194.0,-2246.0,-1016.0,-770.0,-548.0,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128]
03616011365410243,-613.99,310.42,-163.0,-2200.0,-738.25,-536.5,-406.75,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32-32-16]
6280464526282533,-807.02,377.31,-178.0,-2733.0,-1000.5,-725.0,-545.5,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64-32]
7596049809901593,-152.06,74.84,-69.0,-639.0,-174.5,-132.0,-105.5,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64]
1610282705499515,-704.81,372.62,-238.0,-2906.0,-856.0,-623.0,-452.0,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16]
7953559762544207,-845.82,407.67,-249.0,-2240.0,-1095.75,-739.5,-558.75,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32-32-16]
24278407527882429,-255.91,127.49,-94.0,-804.0,-301.0,-221.0,-168.5,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64]
3210181952150022,-763.06,340.41,-123.0,-1670.0,-980.5,-678.0,-510.75,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-128-64-32]
04355564195481931,-197.2,80.54,-81.0,-627.0,-230.0,-180.0,-139.0,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128]
7936805248091133,-875.41,460.41,-201.0,-2455.0,-1098.5,-808.5,-500.5,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-16]
2692721618320272,-708.33,353.32,-189.0,-2049.0,-860.0,-640.0,-442.0,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16]
5449285618155267,-320.71,172.92,-101.0,-1504.0,-393.25,-276.0,-206.0,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-16]
8933509669657093,-799.52,408.3,-248.0,-2425.0,-977.5,-679.0,-524.5,Acrobot-v1,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32-64]
9943942565004639,-822.69,384.26,-185.0,-2416.0,-1001.0,-772.0,-543.0,Acrobot-v1,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32]
24278041016814322,50.31,21.42,145.0,8.0,33.0,49.0,64.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-32-16]
7138497513849866,44.77,19.33,151.0,9.0,32.0,41.0,56.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32-64]
016599974121081607,29.22,16.32,173.0,8.0,16.0,27.0,38.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64]
16006340010013076,63.71,26.29,202.0,8.0,47.0,64.0,80.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-128-64-32]
5141682936466568,57.89,24.1,187.0,8.0,40.0,56.0,73.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64-32]
9934637712523366,24.32,15.78,116.0,8.0,10.0,21.0,33.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32]
14359074367087643,52.73,24.69,155.0,8.0,33.0,50.0,67.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64]
26743728838070746,12.72,6.1,80.0,8.0,9.0,10.0,15.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-64-32]
01149235529858117,23.93,15.69,117.0,8.0,10.0,21.0,32.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128]
5124538764375233,45.38,21.62,157.0,8.0,31.0,43.0,58.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-16]
01951870030386038,22.03,15.4,120.0,8.0,10.0,16.0,29.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32-32-16]
9200304344301032,39.52,19.67,137.0,8.0,26.0,37.0,50.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32]
9672558892533505,20.29,13.62,115.0,8.0,10.0,14.0,27.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-32-16]
7694126785032414,22.33,15.23,127.0,8.0,10.0,17.0,30.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16]
25685148374098954,43.82,21.18,173.0,8.0,29.0,41.0,56.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32]
26235568770226136,27.9,15.91,132.0,8.0,14.0,27.0,37.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32]
615324942045373,23.39,15.83,157.0,8.0,10.0,20.0,31.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64]
9670307337313916,26.5,17.05,136.0,8.0,11.0,25.0,37.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16-32-64]
5895653427801334,42.28,21.6,157.0,8.0,27.0,38.0,54.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64]
35552302657748314,46.99,22.09,200.0,8.0,33.0,44.0,59.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128]
4201021873178402,12.77,5.36,79.0,8.0,9.0,10.0,16.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[128-128-64-32]
7198648232056859,43.11,18.27,159.0,8.0,31.0,40.0,53.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[32-32-16]
8918499867555679,38.42,16.44,142.0,8.0,28.0,36.0,46.0,CartPole-v0,DDQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[16]
2642123991016755,28.31,17.42,153.0,8.0,13.0,26.0,38.0,CartPole-v0,DQN-PCA,EpsilonGreedy,20000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,[64-16]
