key,mean,std,max,min,25,50,75,game,model,agent,n_trains,processing,target_update,frame_skip,update_frequency,batch_size,gamma,initial_learning_rate,annealing,optimizer,loss_function,weight_decay,layer_sizes
MountainCar_DQN_PCA_EpsilonGreedy_notes_cpu,602.6,370.2,2052.0,129.0,336.0,506.0,759.0,MountainCar-v0,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
MountainCar_DQN_PCA_EpsilonGreedy_notes_cpu,2080.49,1706.05,6844.0,663.0,830.0,1288.0,3157.0,MountainCar-v0,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
MountainCar_DQN_PCA_EpsilonGreedy_notes_cpu,641.8,464.99,2183.0,133.0,322.0,484.0,782.75,MountainCar-v0,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
MountainCar_DQN_PCA_EpsilonGreedy_notes_cpu,1274.31,692.36,2836.0,201.0,709.0,1076.0,1811.0,MountainCar-v0,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
MountainCar_DQN_PCA_EpsilonGreedy_notes_cpu,667.6,469.31,3161.0,124.0,351.5,554.5,850.5,MountainCar-v0,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
MountainCar_DQN_PCA_EpsilonGreedy_notes_cpu,649.15,422.54,2079.0,127.0,319.0,555.5,850.25,MountainCar-v0,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,846.08,499.01,2877.0,200.0,498.0,734.0,1052.0,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,1309.39,684.27,3431.0,387.0,843.75,1107.5,1637.0,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,825.82,354.89,1879.0,233.0,568.25,766.5,1037.0,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,850.49,445.12,2399.0,258.0,513.0,696.0,1153.0,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,770.85,354.31,1657.0,297.0,473.25,690.5,1004.0,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,871.03,406.35,2009.0,242.0,580.5,767.0,1099.5,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,714.72,366.94,2267.0,240.0,418.5,646.0,908.5,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,747.94,331.42,2002.0,254.0,514.0,668.0,977.0,Acrobot-v1,DQN_PCA,EpsilonGreedy,10000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1,Default
